HoraID,Hora,Turno
709,11:48:00,Manhã
710,11:49:00,Manhã
711,11:50:00,Manhã
712,11:51:00,Manhã
713,11:52:00,Manhã
714,11:53:00,Manhã
715,11:54:00,Manhã
716,11:55:00,Manhã
717,11:56:00,Manhã
718,11:57:00,Manhã
719,11:58:00,Manhã
720,11:59:00,Manhã
721,12:00:00,Tarde
722,12:01:00,Tarde
723,12:02:00,Tarde
724,12:03:00,Tarde
725,12:04:00,Tarde
726,12:05:00,Tarde
727,12:06:00,Tarde
728,12:07:00,Tarde
729,12:08:00,Tarde
730,12:09:00,Tarde
731,12:10:00,Tarde
732,12:11:00,Tarde
733,12:12:00,Tarde
734,12:13:00,Tarde
735,12:14:00,Tarde
736,12:15:00,Tarde
737,12:16:00,Tarde
738,12:17:00,Tarde
739,12:18:00,Tarde
740,12:19:00,Tarde
741,12:20:00,Tarde
742,12:21:00,Tarde
743,12:22:00,Tarde
744,12:23:00,Tarde
745,12:24:00,Tarde
746,12:25:00,Tarde
747,12:26:00,Tarde
748,12:27:00,Tarde
749,12:28:00,Tarde
750,12:29:00,Tarde
751,12:30:00,Tarde
752,12:31:00,Tarde
753,12:32:00,Tarde
754,12:33:00,Tarde
755,12:34:00,Tarde
756,12:35:00,Tarde
757,12:36:00,Tarde
758,12:37:00,Tarde
759,12:38:00,Tarde
760,12:39:00,Tarde
761,12:40:00,Tarde
762,12:41:00,Tarde
763,12:42:00,Tarde
764,12:43:00,Tarde
765,12:44:00,Tarde
766,12:45:00,Tarde
767,12:46:00,Tarde
768,12:47:00,Tarde
769,12:48:00,Tarde
770,12:49:00,Tarde
771,12:50:00,Tarde
772,12:51:00,Tarde
773,12:52:00,Tarde
774,12:53:00,Tarde
775,12:54:00,Tarde
776,12:55:00,Tarde
777,12:56:00,Tarde
778,12:57:00,Tarde
779,12:58:00,Tarde
780,12:59:00,Tarde
781,13:00:00,Tarde
782,13:01:00,Tarde
783,13:02:00,Tarde
784,13:03:00,Tarde
785,13:04:00,Tarde
786,13:05:00,Tarde
787,13:06:00,Tarde
788,13:07:00,Tarde
789,13:08:00,Tarde
790,13:09:00,Tarde
791,13:10:00,Tarde
792,13:11:00,Tarde
793,13:12:00,Tarde
794,13:13:00,Tarde
795,13:14:00,Tarde
796,13:15:00,Tarde
797,13:16:00,Tarde
798,13:17:00,Tarde
799,13:18:00,Tarde
800,13:19:00,Tarde
801,13:20:00,Tarde
802,13:21:00,Tarde
803,13:22:00,Tarde
804,13:23:00,Tarde
805,13:24:00,Tarde
806,13:25:00,Tarde
807,13:26:00,Tarde
808,13:27:00,Tarde
809,13:28:00,Tarde
810,13:29:00,Tarde
811,13:30:00,Tarde
812,13:31:00,Tarde
813,13:32:00,Tarde
814,13:33:00,Tarde
815,13:34:00,Tarde
816,13:35:00,Tarde
817,13:36:00,Tarde
818,13:37:00,Tarde
819,13:38:00,Tarde
820,13:39:00,Tarde
821,13:40:00,Tarde
822,13:41:00,Tarde
823,13:42:00,Tarde
824,13:43:00,Tarde
825,13:44:00,Tarde
826,13:45:00,Tarde
827,13:46:00,Tarde
828,13:47:00,Tarde
829,13:48:00,Tarde
830,13:49:00,Tarde
831,13:50:00,Tarde
832,13:51:00,Tarde
833,13:52:00,Tarde
834,13:53:00,Tarde
835,13:54:00,Tarde
836,13:55:00,Tarde
837,13:56:00,Tarde
838,13:57:00,Tarde
839,13:58:00,Tarde
840,13:59:00,Tarde
841,14:00:00,Tarde
842,14:01:00,Tarde
843,14:02:00,Tarde
844,14:03:00,Tarde
845,14:04:00,Tarde
846,14:05:00,Tarde
847,14:06:00,Tarde
848,14:07:00,Tarde
849,14:08:00,Tarde
850,14:09:00,Tarde
851,14:10:00,Tarde
852,14:11:00,Tarde
853,14:12:00,Tarde
854,14:13:00,Tarde
855,14:14:00,Tarde
856,14:15:00,Tarde
857,14:16:00,Tarde
858,14:17:00,Tarde
859,14:18:00,Tarde
860,14:19:00,Tarde
861,14:20:00,Tarde
862,14:21:00,Tarde
863,14:22:00,Tarde
864,14:23:00,Tarde
865,14:24:00,Tarde
866,14:25:00,Tarde
867,14:26:00,Tarde
868,14:27:00,Tarde
869,14:28:00,Tarde
870,14:29:00,Tarde
871,14:30:00,Tarde
872,14:31:00,Tarde
873,14:32:00,Tarde
874,14:33:00,Tarde
875,14:34:00,Tarde
876,14:35:00,Tarde
877,14:36:00,Tarde
878,14:37:00,Tarde
879,14:38:00,Tarde
880,14:39:00,Tarde
881,14:40:00,Tarde
882,14:41:00,Tarde
883,14:42:00,Tarde
884,14:43:00,Tarde
885,14:44:00,Tarde
886,14:45:00,Tarde
887,14:46:00,Tarde
888,14:47:00,Tarde
889,14:48:00,Tarde
890,14:49:00,Tarde
891,14:50:00,Tarde
892,14:51:00,Tarde
893,14:52:00,Tarde
894,14:53:00,Tarde
895,14:54:00,Tarde
896,14:55:00,Tarde
897,14:56:00,Tarde
898,14:57:00,Tarde
899,14:58:00,Tarde
900,14:59:00,Tarde
901,15:00:00,Tarde
902,15:01:00,Tarde
903,15:02:00,Tarde
904,15:03:00,Tarde
905,15:04:00,Tarde
906,15:05:00,Tarde
907,15:06:00,Tarde
908,15:07:00,Tarde
909,15:08:00,Tarde
910,15:09:00,Tarde
911,15:10:00,Tarde
912,15:11:00,Tarde
913,15:12:00,Tarde
914,15:13:00,Tarde
915,15:14:00,Tarde
916,15:15:00,Tarde
917,15:16:00,Tarde
918,15:17:00,Tarde
919,15:18:00,Tarde
920,15:19:00,Tarde
921,15:20:00,Tarde
922,15:21:00,Tarde
923,15:22:00,Tarde
924,15:23:00,Tarde
925,15:24:00,Tarde
926,15:25:00,Tarde
927,15:26:00,Tarde
928,15:27:00,Tarde
929,15:28:00,Tarde
930,15:29:00,Tarde
931,15:30:00,Tarde
932,15:31:00,Tarde
933,15:32:00,Tarde
934,15:33:00,Tarde
935,15:34:00,Tarde
936,15:35:00,Tarde
937,15:36:00,Tarde
938,15:37:00,Tarde
939,15:38:00,Tarde
940,15:39:00,Tarde
941,15:40:00,Tarde
942,15:41:00,Tarde
943,15:42:00,Tarde
944,15:43:00,Tarde
945,15:44:00,Tarde
946,15:45:00,Tarde
947,15:46:00,Tarde
948,15:47:00,Tarde
949,15:48:00,Tarde
950,15:49:00,Tarde
951,15:50:00,Tarde
952,15:51:00,Tarde
953,15:52:00,Tarde
954,15:53:00,Tarde
955,15:54:00,Tarde
956,15:55:00,Tarde
957,15:56:00,Tarde
958,15:57:00,Tarde
959,15:58:00,Tarde
960,15:59:00,Tarde
961,16:00:00,Tarde
962,16:01:00,Tarde
963,16:02:00,Tarde
964,16:03:00,Tarde
965,16:04:00,Tarde
966,16:05:00,Tarde
967,16:06:00,Tarde
968,16:07:00,Tarde
969,16:08:00,Tarde
970,16:09:00,Tarde
971,16:10:00,Tarde
972,16:11:00,Tarde
973,16:12:00,Tarde
974,16:13:00,Tarde
975,16:14:00,Tarde
976,16:15:00,Tarde
977,16:16:00,Tarde
978,16:17:00,Tarde
979,16:18:00,Tarde
980,16:19:00,Tarde
981,16:20:00,Tarde
982,16:21:00,Tarde
983,16:22:00,Tarde
984,16:23:00,Tarde
985,16:24:00,Tarde
986,16:25:00,Tarde
987,16:26:00,Tarde
988,16:27:00,Tarde
989,16:28:00,Tarde
990,16:29:00,Tarde
991,16:30:00,Tarde
992,16:31:00,Tarde
993,16:32:00,Tarde
994,16:33:00,Tarde
995,16:34:00,Tarde
996,16:35:00,Tarde
997,16:36:00,Tarde
998,16:37:00,Tarde
999,16:38:00,Tarde
1000,16:39:00,Tarde
1001,16:40:00,Tarde
1002,16:41:00,Tarde
1003,16:42:00,Tarde
1004,16:43:00,Tarde
1005,16:44:00,Tarde
1006,16:45:00,Tarde
1007,16:46:00,Tarde
1008,16:47:00,Tarde
1009,16:48:00,Tarde
1010,16:49:00,Tarde
1011,16:50:00,Tarde
1012,16:51:00,Tarde
1013,16:52:00,Tarde
1014,16:53:00,Tarde
1015,16:54:00,Tarde
1016,16:55:00,Tarde
1017,16:56:00,Tarde
1018,16:57:00,Tarde
1019,16:58:00,Tarde
1020,16:59:00,Tarde
1021,17:00:00,Tarde
1022,17:01:00,Tarde
1023,17:02:00,Tarde
1024,17:03:00,Tarde
1025,17:04:00,Tarde
1026,17:05:00,Tarde
1027,17:06:00,Tarde
1028,17:07:00,Tarde
1029,17:08:00,Tarde
1030,17:09:00,Tarde
1031,17:10:00,Tarde
1032,17:11:00,Tarde
1033,17:12:00,Tarde
1034,17:13:00,Tarde
1035,17:14:00,Tarde
1036,17:15:00,Tarde
1037,17:16:00,Tarde
1038,17:17:00,Tarde
1039,17:18:00,Tarde
1040,17:19:00,Tarde
1041,17:20:00,Tarde
1042,17:21:00,Tarde
1043,17:22:00,Tarde
1044,17:23:00,Tarde
1045,17:24:00,Tarde
1046,17:25:00,Tarde
1047,17:26:00,Tarde
1048,17:27:00,Tarde
1049,17:28:00,Tarde
1050,17:29:00,Tarde
1051,17:30:00,Tarde
1052,17:31:00,Tarde
1053,17:32:00,Tarde
1054,17:33:00,Tarde
1055,17:34:00,Tarde
1056,17:35:00,Tarde
1057,17:36:00,Tarde
1058,17:37:00,Tarde
1059,17:38:00,Tarde
1060,17:39:00,Tarde
1061,17:40:00,Tarde
1062,17:41:00,Tarde
1063,17:42:00,Tarde
1064,17:43:00,Tarde
1065,17:44:00,Tarde
1066,17:45:00,Tarde
1067,17:46:00,Tarde
1068,17:47:00,Tarde
1069,17:48:00,Tarde
1070,17:49:00,Tarde
1071,17:50:00,Tarde
1072,17:51:00,Tarde
1073,17:52:00,Tarde
1074,17:53:00,Tarde
1075,17:54:00,Tarde
1076,17:55:00,Tarde
1077,17:56:00,Tarde
1078,17:57:00,Tarde
1079,17:58:00,Tarde
1080,17:59:00,Tarde
1081,18:00:00,Noite
1082,18:01:00,Noite
1083,18:02:00,Noite
1084,18:03:00,Noite
1085,18:04:00,Noite
1086,18:05:00,Noite
1087,18:06:00,Noite
1088,18:07:00,Noite
1089,18:08:00,Noite
1090,18:09:00,Noite
1091,18:10:00,Noite
1092,18:11:00,Noite
1093,18:12:00,Noite
1094,18:13:00,Noite
1095,18:14:00,Noite
1096,18:15:00,Noite
1097,18:16:00,Noite
1098,18:17:00,Noite
1099,18:18:00,Noite
1100,18:19:00,Noite
1101,18:20:00,Noite
1102,18:21:00,Noite
1103,18:22:00,Noite
1104,18:23:00,Noite
1105,18:24:00,Noite
1106,18:25:00,Noite
1107,18:26:00,Noite
1108,18:27:00,Noite
1109,18:28:00,Noite
1110,18:29:00,Noite
1111,18:30:00,Noite
1112,18:31:00,Noite
1113,18:32:00,Noite
1114,18:33:00,Noite
1115,18:34:00,Noite
1116,18:35:00,Noite
1117,18:36:00,Noite
1118,18:37:00,Noite
1119,18:38:00,Noite
1120,18:39:00,Noite
1121,18:40:00,Noite
1122,18:41:00,Noite
1123,18:42:00,Noite
1124,18:43:00,Noite
1125,18:44:00,Noite
1126,18:45:00,Noite
1127,18:46:00,Noite
1128,18:47:00,Noite
1129,18:48:00,Noite
1130,18:49:00,Noite
1131,18:50:00,Noite
1132,18:51:00,Noite
1133,18:52:00,Noite
1134,18:53:00,Noite
1135,18:54:00,Noite
1136,18:55:00,Noite
1137,18:56:00,Noite
1138,18:57:00,Noite
1139,18:58:00,Noite
1140,18:59:00,Noite
1141,19:00:00,Noite
1142,19:01:00,Noite
1143,19:02:00,Noite
1144,19:03:00,Noite
1145,19:04:00,Noite
1146,19:05:00,Noite
1147,19:06:00,Noite
1148,19:07:00,Noite
1149,19:08:00,Noite
1150,19:09:00,Noite
1151,19:10:00,Noite
1152,19:11:00,Noite
1153,19:12:00,Noite
1154,19:13:00,Noite
1155,19:14:00,Noite
1156,19:15:00,Noite
1157,19:16:00,Noite
1158,19:17:00,Noite
1159,19:18:00,Noite
1160,19:19:00,Noite
1161,19:20:00,Noite
1162,19:21:00,Noite
1163,19:22:00,Noite
1164,19:23:00,Noite
1165,19:24:00,Noite
1166,19:25:00,Noite
1167,19:26:00,Noite
1168,19:27:00,Noite
1169,19:28:00,Noite
1170,19:29:00,Noite
1171,19:30:00,Noite
1172,19:31:00,Noite
1173,19:32:00,Noite
1174,19:33:00,Noite
1175,19:34:00,Noite
1176,19:35:00,Noite
1177,19:36:00,Noite
1178,19:37:00,Noite
1179,19:38:00,Noite
1180,19:39:00,Noite
1181,19:40:00,Noite
1182,19:41:00,Noite
1183,19:42:00,Noite
1184,19:43:00,Noite
1185,19:44:00,Noite
1186,19:45:00,Noite
1187,19:46:00,Noite
1188,19:47:00,Noite
1189,19:48:00,Noite
1190,19:49:00,Noite
1191,19:50:00,Noite
1192,19:51:00,Noite
1193,19:52:00,Noite
1194,19:53:00,Noite
1195,19:54:00,Noite
1196,19:55:00,Noite
1197,19:56:00,Noite
1198,19:57:00,Noite
1199,19:58:00,Noite
1200,19:59:00,Noite
1201,20:00:00,Noite
1202,20:01:00,Noite
1203,20:02:00,Noite
1204,20:03:00,Noite
1205,20:04:00,Noite
1206,20:05:00,Noite
1207,20:06:00,Noite
1208,20:07:00,Noite
1209,20:08:00,Noite
1210,20:09:00,Noite
1211,20:10:00,Noite
1212,20:11:00,Noite
1213,20:12:00,Noite
1214,20:13:00,Noite
1215,20:14:00,Noite
1216,20:15:00,Noite
1217,20:16:00,Noite
1218,20:17:00,Noite
1219,20:18:00,Noite
1220,20:19:00,Noite
1221,20:20:00,Noite
1222,20:21:00,Noite
1223,20:22:00,Noite
1224,20:23:00,Noite
1225,20:24:00,Noite
1226,20:25:00,Noite
1227,20:26:00,Noite
1228,20:27:00,Noite
1229,20:28:00,Noite
1230,20:29:00,Noite
1231,20:30:00,Noite
1232,20:31:00,Noite
1233,20:32:00,Noite
1234,20:33:00,Noite
1235,20:34:00,Noite
1236,20:35:00,Noite
1237,20:36:00,Noite
1238,20:37:00,Noite
1239,20:38:00,Noite
1240,20:39:00,Noite
1241,20:40:00,Noite
1242,20:41:00,Noite
1243,20:42:00,Noite
1244,20:43:00,Noite
1245,20:44:00,Noite
1246,20:45:00,Noite
1247,20:46:00,Noite
1248,20:47:00,Noite
1249,20:48:00,Noite
1250,20:49:00,Noite
1251,20:50:00,Noite
1252,20:51:00,Noite
1253,20:52:00,Noite
1254,20:53:00,Noite
1255,20:54:00,Noite
1256,20:55:00,Noite
1257,20:56:00,Noite
1258,20:57:00,Noite
1259,20:58:00,Noite
1260,20:59:00,Noite
1261,21:00:00,Noite
1262,21:01:00,Noite
1263,21:02:00,Noite
1264,21:03:00,Noite
1265,21:04:00,Noite
1266,21:05:00,Noite
1267,21:06:00,Noite
1268,21:07:00,Noite
1269,21:08:00,Noite
1270,21:09:00,Noite
1271,21:10:00,Noite
1272,21:11:00,Noite
1273,21:12:00,Noite
1274,21:13:00,Noite
1275,21:14:00,Noite
1276,21:15:00,Noite
1277,21:16:00,Noite
1278,21:17:00,Noite
1279,21:18:00,Noite
1280,21:19:00,Noite
1281,21:20:00,Noite
1282,21:21:00,Noite
1283,21:22:00,Noite
1284,21:23:00,Noite
1285,21:24:00,Noite
1286,21:25:00,Noite
1287,21:26:00,Noite
1288,21:27:00,Noite
1289,21:28:00,Noite
1290,21:29:00,Noite
1291,21:30:00,Noite
1292,21:31:00,Noite
1293,21:32:00,Noite
1294,21:33:00,Noite
1295,21:34:00,Noite
1296,21:35:00,Noite
1297,21:36:00,Noite
1298,21:37:00,Noite
1299,21:38:00,Noite
1300,21:39:00,Noite
1301,21:40:00,Noite
1302,21:41:00,Noite
1303,21:42:00,Noite
1304,21:43:00,Noite
1305,21:44:00,Noite
1306,21:45:00,Noite
1307,21:46:00,Noite
1308,21:47:00,Noite
1309,21:48:00,Noite
1310,21:49:00,Noite
1311,21:50:00,Noite
1312,21:51:00,Noite
1313,21:52:00,Noite
1314,21:53:00,Noite
1315,21:54:00,Noite
1316,21:55:00,Noite
1317,21:56:00,Noite
1318,21:57:00,Noite
1319,21:58:00,Noite
1320,21:59:00,Noite
1321,22:00:00,Noite
1322,22:01:00,Noite
1323,22:02:00,Noite
1324,22:03:00,Noite
1325,22:04:00,Noite
1326,22:05:00,Noite
1327,22:06:00,Noite
1328,22:07:00,Noite
1329,22:08:00,Noite
1330,22:09:00,Noite
1331,22:10:00,Noite
1332,22:11:00,Noite
1333,22:12:00,Noite
1334,22:13:00,Noite
1335,22:14:00,Noite
1336,22:15:00,Noite
1337,22:16:00,Noite
1338,22:17:00,Noite
1339,22:18:00,Noite
1340,22:19:00,Noite
1341,22:20:00,Noite
1342,22:21:00,Noite
1343,22:22:00,Noite
1344,22:23:00,Noite
1345,22:24:00,Noite
1346,22:25:00,Noite
1347,22:26:00,Noite
1348,22:27:00,Noite
1349,22:28:00,Noite
1350,22:29:00,Noite
1351,22:30:00,Noite
1352,22:31:00,Noite
1353,22:32:00,Noite
1354,22:33:00,Noite
1355,22:34:00,Noite
1356,22:35:00,Noite
1357,22:36:00,Noite
1358,22:37:00,Noite
1359,22:38:00,Noite
1360,22:39:00,Noite
1361,22:40:00,Noite
1362,22:41:00,Noite
1363,22:42:00,Noite
1364,22:43:00,Noite
1365,22:44:00,Noite
1366,22:45:00,Noite
1367,22:46:00,Noite
1368,22:47:00,Noite
1369,22:48:00,Noite
1370,22:49:00,Noite
1371,22:50:00,Noite
1372,22:51:00,Noite
1373,22:52:00,Noite
1374,22:53:00,Noite
1375,22:54:00,Noite
1376,22:55:00,Noite
1377,22:56:00,Noite
1378,22:57:00,Noite
1379,22:58:00,Noite
1380,22:59:00,Noite
1381,23:00:00,Madrugada
1382,23:01:00,Madrugada
1383,23:02:00,Madrugada
1384,23:03:00,Madrugada
1385,23:04:00,Madrugada
1386,23:05:00,Madrugada
1387,23:06:00,Madrugada
1388,23:07:00,Madrugada
1389,23:08:00,Madrugada
1390,23:09:00,Madrugada
1391,23:10:00,Madrugada
1392,23:11:00,Madrugada
1393,23:12:00,Madrugada
1394,23:13:00,Madrugada
1395,23:14:00,Madrugada
1396,23:15:00,Madrugada
1397,23:16:00,Madrugada
1398,23:17:00,Madrugada
1399,23:18:00,Madrugada
1400,23:19:00,Madrugada
1401,23:20:00,Madrugada
1402,23:21:00,Madrugada
1403,23:22:00,Madrugada
1404,23:23:00,Madrugada
1405,23:24:00,Madrugada
1406,23:25:00,Madrugada
1407,23:26:00,Madrugada
1408,23:27:00,Madrugada
1409,23:28:00,Madrugada
1410,23:29:00,Madrugada
1411,23:30:00,Madrugada
1412,23:31:00,Madrugada
1413,23:32:00,Madrugada
1414,23:33:00,Madrugada
1415,23:34:00,Madrugada
1416,23:35:00,Madrugada
1417,23:36:00,Madrugada
1418,23:37:00,Madrugada
1419,23:38:00,Madrugada
1420,23:39:00,Madrugada
1421,23:40:00,Madrugada
1422,23:41:00,Madrugada
1423,23:42:00,Madrugada
1424,23:43:00,Madrugada
1425,23:44:00,Madrugada
1426,23:45:00,Madrugada
1427,23:46:00,Madrugada
1428,23:47:00,Madrugada
1429,23:48:00,Madrugada
1430,23:49:00,Madrugada
1431,23:50:00,Madrugada
1432,23:51:00,Madrugada
1433,23:52:00,Madrugada
1434,23:53:00,Madrugada
1435,23:54:00,Madrugada
1436,23:55:00,Madrugada
1437,23:56:00,Madrugada
1438,23:57:00,Madrugada
1439,23:58:00,Madrugada
1440,23:59:00,Madrugada
